"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:41:31,FALSE,NA,"942057106936598535",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","B4566R",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:41:12,FALSE,NA,"942057029006393346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Safaacoms1",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:40:37,FALSE,NA,"942056881664790528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bresteg911",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:40:03,FALSE,NA,"942056738685112320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SaeedellQahtani",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:39:00,FALSE,NA,"942056472061661185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moonlight94_",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:38:38,FALSE,NA,"942056381049397248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ahah9Awad",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:38:22,FALSE,NA,"942056314565521408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClubAlahliRoyal",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:38:18,FALSE,NA,"942056298882961408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AzaamOtaibi",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:37:37,FALSE,NA,"942056125461090304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ihanodh",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:37:25,FALSE,NA,"942056073648857088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gassas2000",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:35:05,FALSE,NA,"942055488627314689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spacetime90",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:34:51,FALSE,NA,"942055430498537472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khaled99453",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:34:22,FALSE,NA,"942055309073436672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Donella_29",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:34:05,FALSE,NA,"942055237971578880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sajdah369ksa",215,TRUE,FALSE,NA,NA
"#ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_בב׃םַֹׁ",FALSE,8,NA,2017-12-16 15:33:43,FALSE,NA,"942055142358216706",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ein_alshamal",7,FALSE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:32:46,FALSE,NA,"942054906172715009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saleh_alrasheed",215,TRUE,FALSE,NA,NA
"RT @NAJRAN_NOW: ַבדׁזׁ:
בַ םזּֿ Êדםםׂ ב׃םַַׁÊ ַבה׃ֱַ ָבזֽ זֳׁÞַד ־ַױֹ ¡ ָב Ê־ײÚ בהÝ׃ הÙַד ַבבזַֽÊ ַבדÚדזב ָו ַֽבםַ Ýם ַבדַֹֿ ַב׃ַָÚֹ דה הÙַ…",FALSE,0,NA,2017-12-16 15:32:44,FALSE,NA,"942054894386675712",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Alyami_miss744",4,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:32:06,FALSE,NA,"942054739092664320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dammas07",215,TRUE,FALSE,NA,NA
"RT @SaudiTeachers: ַוÊדַד זַֹׁׂ ַבÊÚבםד ָֽדבֹ Þםַֹֿ ַבדֳֹׁ בב׃םַֹׁ םֻםׁ Ê׃ִַב הֽז200 ֳבÝ דÚבדֹ ׃Úזֿםֹ ¡וב הֽה ײדה ֶַֹֿׁ ַוÊדַד זַֹׁׂ ַבÊÚבם…",FALSE,0,NA,2017-12-16 15:31:53,FALSE,NA,"942054682297585666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaawjl",143,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:30:39,FALSE,NA,"942054370434273282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","darkchocolatier",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:29:20,FALSE,NA,"942054038803243010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ismail_amir66",215,TRUE,FALSE,NA,NA
"ַבדׁזׁ:
בַ םזּֿ Êדםםׂ ב׃םַַׁÊ ַבה׃ֱַ ָבזֽ זֳׁÞַד ־ַױֹ ¡ ָב Ê־ײÚ בהÝ׃ הÙַד ַבבזַֽÊ ַבדÚדזב ָו ַֽבםַ Ýם ַבדַֹֿ ַב׃ַָÚ… https://t.co/NuTvXqV9tf",FALSE,5,NA,2017-12-16 15:29:08,TRUE,NA,"942053989285285888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NAJRAN_NOW",4,FALSE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:28:42,FALSE,NA,"942053880984109056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","askandrs",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:27:48,FALSE,NA,"942053653002801153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A2_Almutairi",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:27:39,FALSE,NA,"942053616050950146",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","monaabdullaziz5",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:26:35,FALSE,NA,"942053350153117696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","e3aziz",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:24:23,FALSE,NA,"942052794202296320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hsan511h",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:21:48,FALSE,NA,"942052144605286400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","khalid316805021",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:21:36,FALSE,NA,"942052094219087872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","not760",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:20:07,FALSE,NA,"942051721827749888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RAFeminist",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:18:26,FALSE,NA,"942051298593124353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reemq20211",215,TRUE,FALSE,NA,NA
"RT @saudistuf: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_בב׃…",FALSE,0,NA,2017-12-16 15:17:46,FALSE,NA,"942051131122909184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aleenzy7",1,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:16:06,FALSE,NA,"942050708492308480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Almarshd_Y99",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:13:44,FALSE,NA,"942050116512485376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nalshammari8",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:13:42,FALSE,NA,"942050105145913344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saagr2000",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:12:26,FALSE,NA,"942049787196604416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ayamohamed188",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:11:13,FALSE,NA,"942049482774065152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tutu300e",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:10:35,FALSE,NA,"942049322241347589",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlwedLolo",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:10:34,FALSE,NA,"942049316599947264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alma1ki0",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:09:15,FALSE,NA,"942048984851509250",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abdulaziizz9",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:07:26,FALSE,NA,"942048530197286913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agrgi99",215,TRUE,FALSE,NA,NA
"RT @888Fefee: @SayHend ו׀זבַ ַבÚַוׁםה ÊבַÞםוד  ַזבםֱַ  זֽֿו ׃Úזֿםו  ז םהַָֽזַ ײֿ Þםַֹֿ ַבדַׁו זַ׃Þַ״ ַבזבַםו זַßָׁ ַוÊדַדַÊוד ַבֿםהםהו ßםÝ…",FALSE,0,NA,2017-12-16 15:07:01,FALSE,NA,"942048423729160193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","renad_mind",2,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:06:45,FALSE,NA,"942048356494344192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nifessa83",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:05:52,FALSE,NA,"942048136683499522",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yesido787",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:05:29,FALSE,NA,"942048038444519425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReTwEet0945",215,TRUE,FALSE,NA,NA
"RT @SaudiNews50: #ַבדׁזׁ:

.
׃םÊד ַ׃Êַָֿב ׁ־ױ #Þםַֹֿ_ַבדֳֹׁ ׃ַׁםֹ ַבדÝÚזב ַבױַֹֿׁ דה ַבֿזב ַב־בםּםֹ ָׁ־ױ ׃Úזֿםֹ דדַֻבֹ .

.
#Þםַֹֿ_ַבדֳֹׁ_ב…",FALSE,0,NA,2017-12-16 15:05:23,FALSE,NA,"942048014742499328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doserymn",215,TRUE,FALSE,NA,NA
