,score,text,,,,,,,,,,,,,,,,,,
141,0,KAU to have driving school for women - Saudi Gazette https://t.co/hzqbIUu2cr,,,,,,,,,,,,,,,,,,
142,0,"@chris_ub @realFFK Women will start driving in Saudi Arabia by next month, and it has nothing to do with this!",,,,,,,,,,,,,,,,,,
143,0,Saudi women can rev up motorbikes and trucks after driving ban lifted #equality https://t.co/tVKYmjBex6,,,,,,,,,,,,,,,,,,
144,-1,"Rules on women’s driving are set, hope they will really be applied! Yalla, can’t wait to drive in Saudi!… https://t.co/rowmvTNxcY",,,,,,,,,,,,,,,,,,
145,0,Saudi women can rev up motorbikes and trucks after driving ban lifted - The Edge Markets https://t.co/tWsOBubMEO,,,,,,,,,,,,,,,,,,
146,0,Saudi women can rev up motorbikes and trucks after driving ban lifted https://t.co/StrLR7tST8 | @HebaKanso reports https://t.co/x1NIFgsk6W,,,,,,,,,,,,,,,,,,
147,0,"Saudi women can rev up motorbikes, trucks after driving ban lifted

 Saudi women will not only be allowed to get be… https://t.co/LpfpR14tpx",,,,,,,,,,,,,,,,,,
148,0,KAU to have driving school for women - Saudi Gazette https://t.co/4kXEM6JWSt,,,,,,,,,,,,,,,,,,
149,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
150,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
151,-1,"RT @trumpenough: @Reuters @ReutersTV The world is being fooled by women driving &amp; movies in Saudi Arabia, yet silent to the genocide Crown…",,,,,,,,,,,,,,,,,,
152,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/9JaeiGiJ8n",,,,,,,,,,,,,,,,,,
153,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/BVwjRPl0E3",,,,,,,,,,,,,,,,,,
154,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
155,0,"<U+062C><U+0627><U+0645><U+0639><U+0629> <U+0627><U+0644><U+0645><U+0644><U+0643> <U+0639><U+0628><U+062F><U+0627><U+0644><U+0639><U+0632><U+064A><U+0632><U+060C> <U+0634><U+0631><U+0637><U+0629> <U+0627><U+0644><U+0645><U+0631><U+0648><U+0631> <U+062A><U+0648><U+0642><U+0639> <U+0627><U+062A><U+0641><U+0627><U+0642><U+0627> <U+0644><U+0625><U+0646><U+0634><U+0627><U+0621> <U+0645><U+062F><U+0627><U+0631><U+0633> <U+0644><U+062A><U+0639><U+0644><U+064A><U+0645> <U+0642><U+064A><U+0627><U+062F><U+0629> <U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0644><U+0644><U+0646><U+0633><U+0627><U+0621> 

KAU, Traffic Police sign… https://t.co/qGsNSxuyom",,,,,,,,,,,,,,,,,,
156,0,@realFFK Their women in saudi Arabia only started driving few months ago....U guys are directly  dealing with your… https://t.co/ZiPfOX6hY1,,,,,,,,,,,,,,,,,,
157,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/aVhgmys8dv",,,,,,,,,,,,,,,,,,
158,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
159,0,"<U+062C><U+0627><U+0645><U+0639><U+0629> <U+0627><U+0644><U+0645><U+0644><U+0643> <U+0639><U+0628><U+062F><U+0627><U+0644><U+0639><U+0632><U+064A><U+0632><U+060C> <U+0634><U+0631><U+0637><U+0629> <U+0627><U+0644><U+0645><U+0631><U+0648><U+0631> <U+062A><U+0648><U+0642><U+0639> <U+0627><U+062A><U+0641><U+0627><U+0642><U+0627> <U+0644><U+0625><U+0646><U+0634><U+0627><U+0621> <U+0645><U+062F><U+0627><U+0631><U+0633> <U+0644><U+062A><U+0639><U+0644><U+064A><U+0645> <U+0642><U+064A><U+0627><U+062F><U+0629> <U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0644><U+0644><U+0646><U+0633><U+0627><U+0621> 

KAU, Traffic Police sign… https://t.co/EMulF03ugO",,,,,,,,,,,,,,,,,,
160,0,"<U+062C><U+0627><U+0645><U+0639><U+0629> <U+0627><U+0644><U+0645><U+0644><U+0643> <U+0639><U+0628><U+062F><U+0627><U+0644><U+0639><U+0632><U+064A><U+0632><U+060C> <U+0634><U+0631><U+0637><U+0629> <U+0627><U+0644><U+0645><U+0631><U+0648><U+0631> <U+062A><U+0648><U+0642><U+0639> <U+0627><U+062A><U+0641><U+0627><U+0642><U+0627> <U+0644><U+0625><U+0646><U+0634><U+0627><U+0621> <U+0645><U+062F><U+0627><U+0631><U+0633> <U+0644><U+062A><U+0639><U+0644><U+064A><U+0645> <U+0642><U+064A><U+0627><U+062F><U+0629> <U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0644><U+0644><U+0646><U+0633><U+0627><U+0621> 

KAU, Traffic Police sign… https://t.co/Mkxz4aVTTl",,,,,,,,,,,,,,,,,,
161,0,"<U+062C><U+0627><U+0645><U+0639><U+0629> <U+0627><U+0644><U+0645><U+0644><U+0643> <U+0639><U+0628><U+062F><U+0627><U+0644><U+0639><U+0632><U+064A><U+0632><U+060C> <U+0634><U+0631><U+0637><U+0629> <U+0627><U+0644><U+0645><U+0631><U+0648><U+0631> <U+062A><U+0648><U+0642><U+0639> <U+0627><U+062A><U+0641><U+0627><U+0642><U+0627> <U+0644><U+0625><U+0646><U+0634><U+0627><U+0621> <U+0645><U+062F><U+0627><U+0631><U+0633> <U+0644><U+062A><U+0639><U+0644><U+064A><U+0645> <U+0642><U+064A><U+0627><U+062F><U+0629> <U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0644><U+0644><U+0646><U+0633><U+0627><U+0621> 

KAU, Traffic Police sign… https://t.co/NCEKCwkdVG",,,,,,,,,,,,,,,,,,
162,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
163,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
164,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/BI0Tozlcdt",,,,,,,,,,,,,,,,,,
165,0,@sahouraxo And who are the Saudi's? A camel driving family who now sit on a phoney throne banning women the basics of life. The West-Shame.,,,,,,,,,,,,,,,,,,
166,0,"RT @DrBarkatSoomro: Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdom an…",,,,,,,,,,,,,,,,,,
167,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
168,-1,@ogundamisi @MBuhari I bet those folks all slagged Saudi Arabia for having a repressive law that forbids women from… https://t.co/jyQYMWLe6U,,,,,,,,,,,,,,,,,,
169,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
170,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/CwTUuCo7Bv",,,,,,,,,,,,,,,,,,
171,1,RT @CICSaudi: The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about women dri…,,,,,,,,,,,,,,,,,,
172,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/vtqrOA1Cmf",,,,,,,,,,,,,,,,,,
173,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/nohVxSi4bG",,,,,,,,,,,,,,,,,,
174,0,Women Driving in #Saudi https://t.co/hpuXrgxsYq,,,,,,,,,,,,,,,,,,
175,1,The General Department of Traffic [@eMoroor] answers important questions regarding procedures and regulations about… https://t.co/HCOnpUb1tF,,,,,,,,,,,,,,,,,,
176,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/DRLW9Mh8Vc",,,,,,,,,,,,,,,,,,
177,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Qjweo6M3Yu",,,,,,,,,,,,,,,,,,
178,0,"RT @thepinktarha: 2018, here we come broom broooooom! :P Some of our questions on women driving in Saudi Arabia, answered:... https://t.co/…",,,,,,,,,,,,,,,,,,
179,0,"Saudi Arabia likely to end ban on women driving 
https://t.co/iPJOHiVLrL",,,,,,,,,,,,,,,,,,
180,0,#TehlkaTV: After Driving Car Saudi Women Gets Permission To Drive Motorcycles https://t.co/ouEU4b0mNE,,,,,,,,,,,,,,,,,,
181,0,". @kauweb, @eMoroor sign agreement to set up #driving schools for #women — https://t.co/a2UFxrd2ic #<U+0627><U+0644><U+0645><U+0631><U+0648><U+0631>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A>… https://t.co/NIGohd0pC5",,,,,,,,,,,,,,,,,,
182,0,"2018, here we come broom broooooom! :P Some of our questions on women driving in Saudi Arabia, answered:... https://t.co/9dYqaRbhFv",,,,,,,,,,,,,,,,,,
183,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
184,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/R4njiKiWpy",,,,,,,,,,,,,,,,,,
185,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
186,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
187,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
188,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
189,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
190,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
191,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/kI3xYMWcU8",,,,,,,,,,,,,,,,,,
192,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/vsDh9CfywN",,,,,,,,,,,,,,,,,,
193,1,Saudi women will be allowed to ride bikes and drive trucks – but is that enough? https://t.co/ddfg2618NP https://t.co/0zCjznELCl,,,,,,,,,,,,,,,,,,
194,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/8CcD3gPOe4",,,,,,,,,,,,,,,,,,
195,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/PshagAaxyj",,,,,,,,,,,,,,,,,,
196,0,KAU to have driving school for women - Saudi Gazette https://t.co/oZK9R9FgsI,,,,,,,,,,,,,,,,,,
197,0,I hope jntgpnhttp://news.abs-cbn.comijunkm/overseas/12/16/mph hh h/after-driving-ban-lifted-saudi-women-will-also-b… https://t.co/bl7lU8NEtY,,,,,,,,,,,,,,,,,,
198,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/VHndbPStd4",,,,,,,,,,,,,,,,,,
199,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
200,0,KAU to have driving school for women - Saudi Gazette https://t.co/ehIqhPRlMr,,,,,,,,,,,,,,,,,,
201,-1,RT @CFR_WFP: The Saudi driving ban was lifted - but women in 155 countries face restrictive laws https://t.co/uwWLjsrq5p via @ForeignAffairs,,,,,,,,,,,,,,,,,,
202,0,KAU to have driving school for women https://t.co/4NMfFy3F60,,,,,,,,,,,,,,,,,,
203,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Cfc2VhIVZx",,,,,,,,,,,,,,,,,,
204,0,KAU to have driving school for women - Saudi Gazette https://t.co/0NWBAYqB3W,,,,,,,,,,,,,,,,,,
205,1,Women driving in Saudi Arabia: Important questions answered https://t.co/MrFYh0mTDa,,,,,,,,,,,,,,,,,,
206,0,"“Driving laws will be ‘equal’ for men and women, and there will be no special licence plate numbers for cars driven… https://t.co/2EAS9piGPq",,,,,,,,,,,,,,,,,,
207,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/LrPvow1smA",,,,,,,,,,,,,,,,,,
208,1,Women driving in Saudi Arabia: Important questions answered https://t.co/mXDOB24HpF,,,,,,,,,,,,,,,,,,
209,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/wgwpddWAbp",,,,,,,,,,,,,,,,,,
210,0,https://t.co/woVsQHiJ3s,,,,,,,,,,,,,,,,,,
211,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/g8r9tVQRqV",,,,,,,,,,,,,,,,,,
212,0,RT @emiratesnews247: 82% of Saudi women intend to get a driving license https://t.co/o1ztkGRgKD https://t.co/KtNwHBUCfU,,,,,,,,,,,,,,,,,,
213,0,"RT @Youre__Gorgeous: After Saudi Arabian women were allowed to get a driving license, Ford produced this ad. https://t.co/OBgZiVhAET",,,,,,,,,,,,,,,,,,
214,0,"RT @YallaMotor: Get your license. The car is free!
This is how #Renault celebrates Saudi women driving!
https://t.co/4ffrCAPHMG
#Saudiwomen…",,,,,,,,,,,,,,,,,,
215,0,"RT @ugvberlin: 1,470 Saudi women get driving license from Jordan https://t.co/dFA7tGdNze https://t.co/T8jdOruZkW",,,,,,,,,,,,,,,,,,
216,0,RT @globaldtt: #uber #women #saudi_women #driving #drive #cars #training #women_drive #saudi_arabia #ksa #saudi #gulf #company #globaldtt #…,,,,,,,,,,,,,,,,,,
217,0,"RT @MOWNA_: First, Hay2a authorities were out, then women's driving license aaaaaand now movie theaters/cinema is finally allowed in Saudi…",,,,,,,,,,,,,,,,,,
218,0,"RT @SalaamGateway: Saudi Arabian #women will be able to drive trucks and motorcycles, officials have said three months after the kingdom an…",,,,,,,,,,,,,,,,,,
219,-1,"Women in Saudi are so looked after by their Wahabbi male dominant regime. 
I bet they can't wait until their drivin… https://t.co/QUOA82NVtj",,,,,,,,,,,,,,,,,,
220,0,Saudi Arabian women will be able to drive trucks &amp; motorcycles after the Kingdom announced a historic decision to e… https://t.co/FO4NDyfzMI,,,,,,,,,,,,,,,,,,
221,-2,RT @FaisalbinFarhan: For me this overwhelming need to find the negative in every story was brought into focus when during a press briefing…,,,,,,,,,,,,,,,,,,
222,0,@ambrinmaria Women allowed driving in Saudi Arabia<ed><U+00A0><U+00BD><ed><U+00B8><U+0083>!,,,,,,,,,,,,,,,,,,
223,0,@ummid @TaherMdSaheb the saudi men drivers will make sure the women drivers stop driving real quick; they r pretty crazy on the road,,,,,,,,,,,,,,,,,,
224,0,"RT @hayaalsuwayed: <U+0641><U+0644><U+0645> #<U+0639><U+0634><U+0627><U+0646><U+0643>_<U+0648><U+0639><U+0634><U+0627><U+0646><U+0627> <U+062A><U+0643><U+062A><U+0628> <U+0639><U+0646><U+0647> <U+0635><U+062D><U+064A><U+0641><U+0629> <U+0643><U+064A><U+0631><U+0644><U+0627> <U+0627><U+0644><U+0647><U+0646><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0642><U+064A><U+0627><U+062F><U+0629>_<U+0627><U+0644><U+0645><U+0631><U+0627><U+0629>  #<U+0642><U+064A><U+0627><U+062F><U+0647>_<U+0627><U+0644><U+0645><U+0631><U+0623><U+0647>_<U+0644><U+0644><U+0633><U+064A><U+0627><U+0631><U+0629> #SaudiWomenCanDrive  

htt…",,,,,,,,,,,,,,,,,,
225,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/yIRye5a2Rs",,,,,,,,,,,,,,,,,,
226,0,"Saudi Arabian #women will be able to drive trucks and motorcycles, officials have said three months after the kingd… https://t.co/0MGAqS88E7",,,,,,,,,,,,,,,,,,
227,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/pgZAOhfnki",,,,,,,,,,,,,,,,,,
228,1,Women driving in Saudi Arabia: Important questions answered https://t.co/prl01d9fRE,,,,,,,,,,,,,,,,,,
229,0,RT @dickinsonbeth: New details on #Saudi women driving: - those who have other GCC licenses can swap them for KSA permits - Women allowed t…,,,,,,,,,,,,,,,,,,
230,0,"<U+0641><U+0644><U+0645> #<U+0639><U+0634><U+0627><U+0646><U+0643>_<U+0648><U+0639><U+0634><U+0627><U+0646><U+0627> <U+062A><U+0643><U+062A><U+0628> <U+0639><U+0646><U+0647> <U+0635><U+062D><U+064A><U+0641><U+0629> <U+0643><U+064A><U+0631><U+0644><U+0627> <U+0627><U+0644><U+0647><U+0646><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0642><U+064A><U+0627><U+062F><U+0629>_<U+0627><U+0644><U+0645><U+0631><U+0627><U+0629>  #<U+0642><U+064A><U+0627><U+062F><U+0647>_<U+0627><U+0644><U+0645><U+0631><U+0623><U+0647>_<U+0644><U+0644><U+0633><U+064A><U+0627><U+0631><U+0629> #SaudiWomenCanDrive  

https://t.co/USJLwyxCYW",,,,,,,,,,,,,,,,,,
231,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/LEVRhxRsUy",,,,,,,,,,,,,,,,,,
232,0,"RT @sethia_b: Saudi women will also be allowed to drive motorcycles Saudi Arabian women will be able to drive trucks and motorcycles, offic…",,,,,,,,,,,,,,,,,,
233,1,Women driving in Saudi Arabia: Important questions answered https://t.co/vPFLHrHv8e,,,,,,,,,,,,,,,,,,
234,0,Saudi women will also be allowed to drive motorcycles Saudi Arabian women will be able to drive trucks and motorcyc… https://t.co/OhOeuU0sXi,,,,,,,,,,,,,,,,,,
235,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/LFCmGlj1qd",,,,,,,,,,,,,,,,,,
236,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/4bxCR9A02B",,,,,,,,,,,,,,,,,,
237,0,RT @dickinsonbeth: New details on #Saudi women driving: - those who have other GCC licenses can swap them for KSA permits - Women allowed t…,,,,,,,,,,,,,,,,,,
238,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
239,1,Saudi Women Will Be Allowed To Ride Bikes And Trucks – Is That Enough? https://t.co/psMibcsUQL https://t.co/rGyoRrVsd3,,,,,,,,,,,,,,,,,,
240,0,#Saudi women will be allowed to commandeer trucks and motorbikes when the kingdom's female driving ban is lifted ne… https://t.co/kWuSq5j1Jr,,,,,,,,,,,,,,,,,,
241,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/sh6XCJYkfg",,,,,,,,,,,,,,,,,,
242,0,"Details on Licenses, Driving Outside Cities and More for Saudi Women https://t.co/T7rX691pCU",,,,,,,,,,,,,,,,,,
243,1,"Women driving in Saudi Arabia: Important questions answered
#Women_driving
#<U+0642><U+064A><U+0627><U+062F><U+0629>_<U+0627><U+0644><U+0645><U+0631><U+0627><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>… https://t.co/Z2lhGIk78b",,,,,,,,,,,,,,,,,,
244,0,"#SaudiWomenCanDrive 

""Women will not be discriminated against by being issued special license plates or numbers.""

https://t.co/z4c5qCtjeA",,,,,,,,,,,,,,,,,,
245,1,RT @Arab_News: Women driving in #Saudi Arabia: Important questions answered https://t.co/mZ5NZTAHJE,,,,,,,,,,,,,,,,,,
246,0,"<U+0B9A><U+0BB5><U+0BC2><U+0BA4><U+0BBF><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0BAA><U+0BC6><U+0BA3><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B95><U+0BBF><U+0B9F><U+0BC8><U+0BA4><U+0BCD><U+0BA4> <U+0BAA><U+0BC1><U+0BA4><U+0BBF><U+0BAF> <U+0B85><U+0B99><U+0BCD><U+0B95><U+0BC0><U+0B95><U+0BBE><U+0BB0><U+0BAE><U+0BCD>!
<U+0B8E><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BA4><U+0BC1> <U+0B86><U+0BAA><U+0BCD> <U+0BAA><U+0BA4><U+0BBF><U+0BB5><U+0BBF><U+0BB1><U+0B95><U+0BCD><U+0B95><U+0BAE><U+0BCD> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BAF><U+0BB5><U+0BC1><U+0BAE><U+0BCD>:  https://t.co/EoV6jYkTzV… https://t.co/QibLSkp3Dq",,,,,,,,,,,,,,,,,,
247,1,RT @arwidodo: Women driving in Saudi Arabia: Important questions answered https://t.co/QoVOcsN8hs,,,,,,,,,,,,,,,,,,
248,0,"RT @SalaamGateway: Saudi Arabian #women will be able to drive trucks and motorcycles, officials have said three months after the kingdom an…",,,,,,,,,,,,,,,,,,
249,1,"Women driving in Saudi Arabia: Important questions answered
https://t.co/o02hEwXq7n https://t.co/F35BrLf4Ne",,,,,,,,,,,,,,,,,,
250,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Owv1sNgoKf",,,,,,,,,,,,,,,,,,
251,1,Women driving in Saudi Arabia: Important questions answered https://t.co/vRxj5RqwoL,,,,,,,,,,,,,,,,,,
252,1,Women driving in Saudi Arabia: Important questions answered https://t.co/QoVOcsN8hs,,,,,,,,,,,,,,,,,,
253,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
254,0,<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> <U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> https://t.co/kkzrJfMU2s https://t.co/UAOMHZjMAG,,,,,,,,,,,,,,,,,,
255,1,RT @Arab_News: Women driving in #Saudi Arabia: Important questions answered https://t.co/mZ5NZTAHJE,,,,,,,,,,,,,,,,,,
256,0,RT @dickinsonbeth: New details on #Saudi women driving: - those who have other GCC licenses can swap them for KSA permits - Women allowed t…,,,,,,,,,,,,,,,,,,
257,0,New details on #Saudi women driving: - those who have other GCC licenses can swap them for KSA permits - Women allo… https://t.co/oadZLzMHRm,,,,,,,,,,,,,,,,,,
258,0,They'll also be allowed to drive trucks and motorbikes when the ban on driving licences for women is lifted next ye… https://t.co/LCLRE1VuyQ,,,,,,,,,,,,,,,,,,
259,0,"Women on wheels: Saudi Arabia lifts ban on women driving

https://t.co/sVDGpuQQLx https://t.co/fBsvJ4lSlh",,,,,,,,,,,,,,,,,,
260,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
261,1,Women driving in Saudi Arabia: Important questions answered #SaudiArabia #Women #Driving https://t.co/Rb4pnYnDbJ,,,,,,,,,,,,,,,,,,
262,0,"RT @WIONews: #SaudiArabia Arabia lifts ban on women drivers

https://t.co/B3TwQQLhTV",,,,,,,,,,,,,,,,,,
263,0,"#SaudiArabia Arabia lifts ban on women drivers

https://t.co/B3TwQQLhTV",,,,,,,,,,,,,,,,,,
264,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/KhBWiw42GV",,,,,,,,,,,,,,,,,,
265,0,"#Saudi women will be allowed to drive trucks and motorbikes when road ban lifted
The country says driving rules for… https://t.co/U20XxMB7ji",,,,,,,,,,,,,,,,,,
266,1,RT @Arab_News: Women driving in #Saudi Arabia: Important questions answered https://t.co/mZ5NZTAHJE,,,,,,,,,,,,,,,,,,
