,score,text,,,,,,,,,,,,,,,,,,
338,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
339,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
340,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
341,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
342,0,"#<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>… https://t.co/MbVU1hV9jP",,,,,,,,,,,,,,,,,,
343,0,"Saudi women will also be allowed to drive trucks, motorbikes - Saudi Arabian women will be able to drive trucks and… https://t.co/KyDYwaatDr",,,,,,,,,,,,,,,,,,
344,0,RT @RiazToori: Women have started driving on moon and Saudi is confused over their right to drive or not. https://t.co/L9znGbgEIt,,,,,,,,,,,,,,,,,,
345,0,<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> <U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> https://t.co/dM4gF6MFre https://t.co/qqviKz8WdH,,,,,,,,,,,,,,,,,,
346,0,RT @RiazToori: Women have started driving on moon and Saudi is confused over their right to drive or not. https://t.co/L9znGbgEIt,,,,,,,,,,,,,,,,,,
347,0,"RT @dailytimespak: #SaudiArabian women will be able to #drive #Trucks and #Motorcycles, officials have said three months after the kingdom…",,,,,,,,,,,,,,,,,,
348,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
349,0,"RT @dailytimespak: #SaudiArabian women will be able to #drive #Trucks and #Motorcycles, officials have said three months after the kingdom…",,,,,,,,,,,,,,,,,,
350,0,"#SaudiArabian women will be able to #drive #Trucks and #Motorcycles, officials have said three months after the kin… https://t.co/GcsMkb76fz",,,,,,,,,,,,,,,,,,
351,0,Women have started driving on moon and Saudi is confused over their right to drive or not. https://t.co/L9znGbgEIt,,,,,,,,,,,,,,,,,,
352,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/CuG6JILZYb",,,,,,,,,,,,,,,,,,
353,0,"RT @ARYNEWSOFFICIAL: #Saudi women will also be allowed to drive #motorcycles

Read more: https://t.co/Jh9zn7dULy https://t.co/YnNJabU9nN",,,,,,,,,,,,,,,,,,
354,0,RT @AboutHerOFCL: Saudi General Directorate of Traffic: #Saudi women will drive trucks and ride motorcycles because royal decree stipulates…,,,,,,,,,,,,,,,,,,
355,0,RT @AboutHerOFCL: Saudi General Directorate of Traffic: #Saudi women will drive trucks and ride motorcycles because royal decree stipulates…,,,,,,,,,,,,,,,,,,
356,0,Saudi General Directorate of Traffic: #Saudi women will drive trucks and ride motorcycles because royal decree stip… https://t.co/3ChAjgwOYf,,,,,,,,,,,,,,,,,,
357,1,Saudi Women Are Soon Going To Join The Traffic Police And It Looks Like The Stage Is Set For Women's Driving.… https://t.co/hvtKZUEsPz,,,,,,,,,,,,,,,,,,
358,0,"#SaudiArabia women will be able to drive trucks and motorcycles,  officials have said three months after the kingdo… https://t.co/EpDhLskxgz",,,,,,,,,,,,,,,,,,
359,0,"RT @MonkWithBullet: Saudi Arabian women will be able to drive trucks and motorcycles, officials confirm, it was a push by Saudi King MBS, w…",,,,,,,,,,,,,,,,,,
360,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
361,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/sFXMmnzQQ2",,,,,,,,,,,,,,,,,,
362,0,Women driving in Saudi Arabia: an economic choice https://t.co/MA84EDWRvq,,,,,,,,,,,,,,,,,,
363,0,Women driving in Saudi Arabia: an economic choice https://t.co/Knnidz8dLm,,,,,,,,,,,,,,,,,,
364,0,https://t.co/PKoIA4rT72 Saudi women will be allowed to drive trucks and motorbikes when road ban lifted - The law o… https://t.co/GfMx5mI42k,,,,,,,,,,,,,,,,,,
365,0,"Saudi lets women drive bikes, trucks

 Saudi Arabian women will be able to drive trucks and motorcycles, officials… https://t.co/Mnp9EgXbHM",,,,,,,,,,,,,,,,,,
366,-1,"@chuckwoolery Fascism is whichever side is shutting down dissenting opinion with force and propaganda-

Right and l… https://t.co/m3ka3QDwKW",,,,,,,,,,,,,,,,,,
367,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
368,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
369,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
370,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
371,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
372,0,In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and… https://t.co/8caUU0QZ8K,,,,,,,,,,,,,,,,,,
373,0,Saudi women will also be allowed to drive motorcycles: RIYADH: Saudi Arabian women will be able to drive trucks and… https://t.co/xGWsjjQ5oh,,,,,,,,,,,,,,,,,,
374,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
375,0,"The country says driving rules will be ""equal"" for men and women https://t.co/JUAafQnvab",,,,,,,,,,,,,,,,,,
376,0,KAU to have driving school for women - Saudi Gazette https://t.co/NXtUTDcHbk,,,,,,,,,,,,,,,,,,
377,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
378,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
379,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
380,0,"RT @MonkWithBullet: Saudi Arabian women will be able to drive trucks and motorcycles, officials confirm, it was a push by Saudi King MBS, w…",,,,,,,,,,,,,,,,,,
381,0,RT @deep91096: @tufailelif @ThePrintIndia Celebrating cinema and women driving in Saudi is so bizarre. In today’s modern world its given. P…,,,,,,,,,,,,,,,,,,
382,0,Saudi women will be allowed to drive trucks and motorbikes when road ban lifted - Sky News #driving #news https://t.co/DaEQQ8vEyC,,,,,,,,,,,,,,,,,,
383,0,"RT @banglanews_eng: Saudi women will also be allowed to drive motorcycles, trucks Saudi Arabian women will be able to drive trucks and moto…",,,,,,,,,,,,,,,,,,
384,0,"Saudi women will also be allowed to drive motorcycles, trucks Saudi Arabian women will be able to drive trucks and… https://t.co/xWY8fsLjRW",,,,,,,,,,,,,,,,,,
385,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
386,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/b3yjsaWK3R",,,,,,,,,,,,,,,,,,
387,0,"RT @MonkWithBullet: Saudi Arabian women will be able to drive trucks and motorcycles, officials confirm, it was a push by Saudi King MBS, w…",,,,,,,,,,,,,,,,,,
388,0,"RT @MonkWithBullet: Saudi Arabian women will be able to drive trucks and motorcycles, officials confirm, it was a push by Saudi King MBS, w…",,,,,,,,,,,,,,,,,,
389,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials confirm, it was a push by Saudi King MB… https://t.co/0fyOkCq03i",,,,,,,,,,,,,,,,,,
390,0,"RT @ANCALERTS: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/oerU05AOTH",,,,,,,,,,,,,,,,,,
391,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
392,0,"RT @ARYNEWSOFFICIAL: #Saudi women will also be allowed to drive #motorcycles

Read more: https://t.co/Jh9zn7dULy https://t.co/YnNJabU9nN",,,,,,,,,,,,,,,,,,
393,0,"RT @ANCALERTS: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/oerU05AOTH",,,,,,,,,,,,,,,,,,
394,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
395,0,"RT @ANCALERTS: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/oerU05AOTH",,,,,,,,,,,,,,,,,,
396,0,"RT @ANCALERTS: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/oerU05AOTH",,,,,,,,,,,,,,,,,,
397,0,"Women can ride Motorcycle and truck too, after lifting ban from car driving and opening cinema Saudi Arabia is maki… https://t.co/6Qz6QsAiFb",,,,,,,,,,,,,,,,,,
398,0,"After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/oerU05AOTH",,,,,,,,,,,,,,,,,,
399,0,RT @vanguardngrnews: Saudi women will also be allowed to drive motorcycles - Saudi Arabian women will be able to drive trucks and motorcycl…,,,,,,,,,,,,,,,,,,
400,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
401,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
402,0,"RT @akri2000: Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdom announce…",,,,,,,,,,,,,,,,,,
403,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/zyyIXFsAwe",,,,,,,,,,,,,,,,,,
404,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
405,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
406,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
407,0,"RT @akri2000: Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdom announce…",,,,,,,,,,,,,,,,,,
408,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/ywYCEOHCa0",,,,,,,,,,,,,,,,,,
409,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
410,0,"Saudi Arabia driving ban on women to be lifted from June, riding motorcycles, trucks will also be allowed https://t.co/afC45tOtcx",,,,,,,,,,,,,,,,,,
411,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
412,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
413,0,"Saudi lets women drive motorbikes, trucks

 Saudi Arabian women will be able to drive trucks and motorcycles, offic… https://t.co/4NkjOP3CxL",,,,,,,,,,,,,,,,,,
414,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
415,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
416,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
417,0,RT @vanguardngrnews: Saudi women will also be allowed to drive motorcycles - Saudi Arabian women will be able to drive trucks and motorcycl…,,,,,,,,,,,,,,,,,,
418,0,"Saudi Arabia driving ban on women to be lifted from June, riding motorcycles, trucks will also be allowed… https://t.co/z6tWXFjRcb",,,,,,,,,,,,,,,,,,
419,0,"RT @firstpost: There will be no special licence plate numbers for female-driven cars, #SaudiArabia General Directorate of Traffic said. But…",,,,,,,,,,,,,,,,,,
420,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/t4XTrPnS8P",,,,,,,,,,,,,,,,,,
421,0,"RT @firstpost: There will be no special licence plate numbers for female-driven cars, #SaudiArabia General Directorate of Traffic said. But…",,,,,,,,,,,,,,,,,,
422,0,"RT @firstpost: There will be no special licence plate numbers for female-driven cars, #SaudiArabia General Directorate of Traffic said. But…",,,,,,,,,,,,,,,,,,
423,0,"Saudi Arabia driving ban on women to be lifted from June, riding motorcycles, trucks will also be allowed - Saudi A… https://t.co/5Qf25rtKLO",,,,,,,,,,,,,,,,,,
424,0,Saudi Arabia women will also be allowed to drive motorcycles - Saudi Arabian women will be able to drive trucks and… https://t.co/NZOCdI8hyc,,,,,,,,,,,,,,,,,,
425,0,"RT @firstpost: There will be no special licence plate numbers for female-driven cars, #SaudiArabia General Directorate of Traffic said. But…",,,,,,,,,,,,,,,,,,
426,0,"There will be no special licence plate numbers for female-driven cars, #SaudiArabia General Directorate of Traffic… https://t.co/ffhKS8j776",,,,,,,,,,,,,,,,,,
427,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
428,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
429,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
430,0,RT @vanguardngrnews: Saudi women will also be allowed to drive motorcycles - Saudi Arabian women will be able to drive trucks and motorcycl…,,,,,,,,,,,,,,,,,,
431,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
432,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
433,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
434,0,"RT @ARYNEWSOFFICIAL: #Saudi women will also be allowed to drive #motorcycles

Read more: https://t.co/Jh9zn7dULy https://t.co/YnNJabU9nN",,,,,,,,,,,,,,,,,,
435,0,"RT @banglanews_eng: Saudi lets women drive motorbikes, trucks

 Saudi Arabian women will be able to drive trucks and motorcycles, officials…",,,,,,,,,,,,,,,,,,
436,0,Saudi women will also be allowed to drive motorcycles - Saudi Arabian women will be able to drive trucks and motorc… https://t.co/l9af5enc6J,,,,,,,,,,,,,,,,,,
437,0,"#Saudi women will also be allowed to drive #motorcycles

Read more: https://t.co/QVqx8tF9yA https://t.co/My6vANi8iU",,,,,,,,,,,,,,,,,,
438,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
439,0,"RT @ARYNEWSOFFICIAL: #Saudi women will also be allowed to drive #motorcycles

Read more: https://t.co/Jh9zn7dULy https://t.co/YnNJabU9nN",,,,,,,,,,,,,,,,,,
440,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
441,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
442,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
443,-1,"Saudi Arabia has some of the world's tightest restrictions on women, was the only country to impose a ban on women… https://t.co/j5aTOv6F9j",,,,,,,,,,,,,,,,,,
444,0,"#Saudi women will also be allowed to drive #motorcycles

Read more: https://t.co/Jh9zn7dULy https://t.co/YnNJabU9nN",,,,,,,,,,,,,,,,,,
445,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
446,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
447,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
448,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
449,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
450,0,RT @fanazer: This covers just about every question related to women driving in #Saudi Arabia. https://t.co/mffV4dSrp4,,,,,,,,,,,,,,,,,,
451,0,"Saudi lets women drive motorbikes, trucks

 Saudi Arabian women will be able to drive trucks and motorcycles, offic… https://t.co/0cCAJzzvLi",,,,,,,,,,,,,,,,,,
452,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
453,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
454,0,@tufailelif @ThePrintIndia Celebrating cinema and women driving in Saudi is so bizarre. In today’s modern world its… https://t.co/dCOocLHprc,,,,,,,,,,,,,,,,,,
455,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
456,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
457,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
458,0,This covers just about every question related to women driving in #Saudi Arabia. https://t.co/mffV4dSrp4,,,,,,,,,,,,,,,,,,
459,0,Saudi women will also be allowed to drive motorcycles - Saudi Arabian women will be able to drive trucks and motorc… https://t.co/eFjbIQ7Zvs,,,,,,,,,,,,,,,,,,
460,0,Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018 | via @AFP,,,,,,,,,,,,,,,,,,
461,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
462,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
463,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
464,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
465,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
466,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
467,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
468,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
469,0,"@livemint Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after… https://t.co/n2Oi1XiQG2",,,,,,,,,,,,,,,,,,
470,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
471,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
472,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
473,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
474,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
475,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
476,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
